"msg_id","sender","sender_id","reply_to_msg_id","date","msg_type","msg_content","has_mention","has_email","has_phone","has_hashtag","is_bot_command"
20,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2019-08-14 19:46:41","text","Татар китабы йорты Печән базарында катнаша 🌿Әдәбият #печәнбазары| 17-18 август, 12:00-22:00| Кабан күле яр буе . «Сәяхәтче китаплар» күргәзмәсе, буккроссинг, балалар һәм аларның әти-әниләре өчен остаханәләр, «Әбүгалисина» интеллектуаль квиз, «Тере китап» - популяр шәхесләр татар әдәбияты классикасын укый, шигъри баттл – барысы да - Татар китабы йорты мәйданчыгында.  #татаркитабыйорты #домтатарскойкниги #печәнбазары",0,0,0,1,0
22,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2019-08-15 10:59:30","text","Экслибрис (лат. ex libris – китаптан) – китапның иясен күрсәткән кәгазь ярлык. Экслибрис еш кына сул форзацка ябыштырыла яисә мөһер итеп сугыла. Гадәттә, экслибриста китап иясенең исеме һәм фамилиясе языла, һөнәрен, кызыксынуларын тасвирлаган яисә китапханәсе сурәтләнгән рәсем бирелә.  Гади экслибрис - китап хуҗасының исеме куелган кәгазь ярлык, ә кайвакыт девиз яисә эмблема.  Сәнгати экслибрислар басма графика үрнәге булып тора. Алар түбәндәге төрләргә бүленә: 🔶 герблы экслибрислар - китап хуҗасының нәсел гербын чагылдыра, һәм бу төр экслибрис XVI—XVIII гасырлар өчен хас; 🔸 вензельле экслибрислар - китап иясенең инициалларыннан торган нәкышь, бизәк; 🔶 сюжетлы экслибрислар - XIX гасырларда популярлаша, пейзаж, архитектура мотивларын, китапханә иясенең кызыксынуларын һәм һәвәскәрлеген, һөнәрен образлы рәвештә чагылдыра.  Татар китабы өчен гарәп каллиграфиясендә эшләнгән вензельле экслибрислар хас. Экслибрислар китап иясен билгеләргә, китапханә фондларының туплануын күзәтергә һәм аларның тематикасын барларга ярдәм итә.  Күпчелек татар китапларында документлар өчен дә кулланылган шәхси мөһерләр бар, алар арасында галим-мәгърифәтче Шиһабетдин Мәрҗани һәм Галимҗан Барудиныкы аеруча билгеле.  #татаркитабыйорты #домтатарскойкниги #китаптурында",0,0,0,1,0
24,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2019-08-15 14:31:58","text","17-18нче август көннәрендә #печәнбазары кысаларында Татар китабы йорты һәм ТР Милли китапханәсе китап күргәзмәсе оештыра. 🔶 «Укучы кеше: шәһәр мохитендә китап» 🔶 Буккроссинг «Сәяхәтче китаплар»  Күргәзмәдә Милли китапханә фондында саклана торган үзенчәлекле китаплар белән таныша алачаксыз.  #татаркитабыйорты #домтатарскойкниги #милликитапханә #китапкүргәзмәсе",0,0,0,1,0
25,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2019-08-15 16:12:45","text","17нче август   #печәнбазары 15:00-16:00    «Сөйләшергә вакыт...» (Гаилә хроникалары)    Татар әдипләренең тугралары һәм гаилә шәҗәрәләре ничек төзелә? Бу хакта танылган каллиграф, рәссам, Г.Тукай премиясе лауреаты Нәҗип Нәкъкаш сөйләр. #татаркитабыйорты #домтатарскойкниги #печәнбазары",0,0,0,1,0
27,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2019-08-16 09:56:31","text","18нче август #печәнбазары  18:00-19:00 Яшь шагыйрьләр катнашында шигъри баттл  Татар шагыйрьләрен нәрсә борчый? Бер-берсенә әйтер сүзләре бармы?  Шигъри баттлга килегез, күрегез, ишетегез!  #татаркитабыйорты #домтатарскойкниги #шигърибаттл #поэтическийбаттл #печәнбазары",0,0,0,1,0
29,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2019-08-16 12:00:52","text","КИТАП КИБЕТЕ 17-18нче август #печәнбазары 12.00-19.00  Ике көн рәттән #печәнбазары мәйданында Китап кибете булачак.  Без тәкъдим итәбез: 🔶 26 нәшрият чыгара торган китаплар 🔶 татар китапларының тулы ассортименты 🔶 милли бизәкле сувенир продукциясе  Килегез. Җаныгыз теләгән китапны, бүләкне табарга ярдәм итәрбез☺️ #татаркитабыйорты #домтатарскойкниги #китапкибете #книжныймагазин",0,0,0,1,0
33,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2019-08-16 17:00:05","text","17нче август #печәнбазары  17.00-18.00 «Сөйләшергә вакыт» (Гаилә хроникалары) Альбина Әпсәләмова гаилә хроникасын туплау серләрен ачачак.  #татаркитабыйорты #домтатарскойкниги #альбинаабсалямова",0,0,0,1,0
35,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2019-08-22 12:22:24","text","Татар китабы йорты 30нчы август көнне #tatcultfest2019 да катнаша.  Әдәби зонада берничә чара узачак. Көн дәвамында (12.00-18.00да) фото һәм видеокүргәзмәләр эшли.  🔶 «Сурәтләрдәге дәвер» фотокүргәзмәсе.  🔶 «Иҗат. Заман. Шәхесләр» видеохроникалары. Көн дәвамында яшь иҗатчыларга багышланган сюжетлар, аларның әсәрләре буенча эшләнгән видеоклиплар күрсәтелә.  #татаркитабыйорты #домтатарскойкниги #tatcultfest2019",0,0,0,1,0
36,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2019-08-23 12:43:54","text","Бүген - татар язучысы, күпсанлы китаплар авторы Марат Кәбировның туган көне.  Марат Рәфил улы Кәбиров 1970 елның 23 августында Башкортстанның Илеш районы Сеңрән авылында туа. Журналистика юлын 1991 елда «Өмет» татар яшьләр гәҗитеннән башлый. Бер үк вакытта, 1991 елдан алып, композиторлар Нәфисә һәм Ризван Хакимовларның концерт төркемендә конферансье булып эшли. Шулай ук «Бәйрәм» ансамблендә концертлар алып бара. Нәтиҗәдә, бик күп тамашаларга сценарийлар, көлкеле монологлар, җыр шигырьләре яза.  Бүгенге көндә әдәби иҗат белән шөгыльләнә.  Ике меңенче еллар башында шәхси сайтын булдыра һәм электрон китапларны интернет аша тарату белән шөгыльләнә башлый.  Бераздан һәр язучыга үз әсәрен интернетка куеп сату итәргә мөмкинлек биргән WebKitap нәшрият һәм сәүдә мәйданы оештыра.  Марат Кәбировның соңгы елларда дөнья күргән «Китап» һәм «Бердәнбер һәм кабатланмас» китаплары укучыда аеруча зур кызыксыну уятты.  Марат абый - Татар китабы йортының якын дусты. Туган көнегез белән, кадерле Марат абый!  #татаркитабыйорты #домтатарскойкниги #әдәбикалендарь #мараткәбиров",0,0,0,1,0
40,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2019-08-26 14:51:26","text","Шагыйрь, журналист, әдәби тәнкыйтьче, Татарстанның атказанган мәдәният хезмәткәре Наис Гамбәрнең туган көне.  Наис Гыймран улы Гамбәров 1947 елның 25 авгуснда Мөслим районы Бүләк авылында дөньяга килгән. Туган авылында башлангыч, Үрәзмәттә урта белем ала. 1966 елда Мөслим районында чыгучы «Авыл утлары» газетасында әдәби хезмәткәр. Шагыйрь Рәдиф Гаташның Үрәзмәт мәктәбенә практика үтәргә килүе шигърият белән мәктәп елларында ук кызыксына башлауга этәрә]. 1969 елда Казан дәүләт университетының татар теле һәм әдәбияты бүлегенә укырга керә һәм 1974 елда уңышлы тәмамлый. 1974-1978 елларда Татарстан китап нәшриятының матур әдәбият бүлегендә мөхәррир булып эшли.  Аның мөхәррирлегендә «Татар халык иҗаты» күптомлыгының беренче дүрт китабы, Таҗи Гыйззәт әсәрләренең 3 томлыгы, Мөхәммәт Гайнуллинның XIX гасыр татар язучылары иҗатына багышланган китабы дөнья күрә. «Татарстан яшьләре» газетасының пропаганда һәм агитация бүлегендә, «Татарстан» журналында, 1993 елның апреленнән «Казан утлары» журналында җаваплы сәркатип, аннары фән һәм сәнгать бүлеген җитәкли.  Шагыйрьләр, рәссамнар һәм сәнгать әһелләренә багышланган мәкаләләре, эссе-нәсерләре, иҗат портретлары, әңгәмә-уйланулары Наис Гамбәрне сәләтле тәнкыйтьче итеп таныта.  2005 елның 4 маенда Казанда кинәт вафат була һәм туган авылы Бүләк зиратында җирләнә.  #татаркитабыйорты #домтатарскойкниги #әдәбикалендарь",0,0,0,1,0
42,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2019-08-28 10:24:45","text","Татар китабы йорты 30нчы август көнне #tatcultfest2019 да катнаша.  Әдәби зонада берничә чара узачак. Көн дәвамында (12.00-18.00да) фото һәм видеокүргәзмәләр эшли. 🔶Китап сату  🔶 «Сурәтләрдәге дәвер» фотокүргәзмәсе.  🔶 «Иҗат. Заман. Шәхесләр» видеохроникалары. Көн дәвамында яшь иҗатчыларга багышланган сюжетлар, аларның әсәрләре буенча эшләнгән видеоклиплар күрсәтелә.  #татаркитабыйорты #домтатарскойкниги #tatcultfest2019",0,0,0,1,0
43,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2019-08-31 21:15:23","text","Бүген татар тарихы белгече, галим, педагог Искәндәр Аяз улы Гыйләҗевнең туган көне.  Искәндәр Гыйләҗев 1958 елның 31 августында Казан шәһәрендә язучы Аяз Гыйләҗев гаиләсендә дөньяга килә. 1979 елда ул Казан дәүләт университетының тарих-филология факультетын тәмамлый. Мәскәүдә аспирантурада укып, 1983 елның маенда «XVIII йөзнең икенче яртысында Урта Иделдә татар крестьяннары» дигән темага кандидатлык диссертациясе яклый. Искәндәр Гыйләҗев 1982-1985 елларда Г.Ибраһимов исемендәге Тел, әдәбият һәм тарих институтында, 1985 елдан Казан дәүләт университетының СССР тарихы кафедрасында ассистент, өлкән укытучы, доцент. 2000 елның ноябрендә докторлык диссертациясе яклый.  Аның төп фәнни кызыксыну өлкәсе ХIХ-ХХ йөзләрдә Аурупа, Азиядәге татар диаспорасы тарихы, татар иҗтимагый хәрәкәте һәм иҗтимагый фикер үсеше. Галимнең туксаннан артык фәнни хезмәте, өч монографиясе басылып чыга. Ул археографик экспедицияләрдә катнашып килә һәм җитәкчелек итә. Ике тапкыр Германиядә фәнни стажировкада була. Искәндәр Гыйләҗев милләтебезең киләчәге булган татар теле, татар әдәбияты, татар тарихы белгечләре әзерләүнең үзәгендә тора. Мәктәпләр өчен тарих буенча дәреслекләр яза. Татар теле язмышына караган публицистик мәкаләләр бастыра, чыгышлар ясый. 2008 елда ул Татарстан Язучылар берлеге идарәсенә сайлана.  Татарстан Республикасының атказанган фән эшлеклесе.  #татаркитабыйорты #домтатарскойкниги #әдәбикалендарь",0,0,0,1,0
44,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2019-09-05 13:58:58","text","ТАТАР КИТАБЫ ЙОРТЫ #татаркитабыйорты ЯҢА ИСЕМНӘР ҺӘМ АВТОРЛАР ЭЗЛИ! «Минем беренче китабым» иҗат остаханәсендә: ▪ язарга; ▪ текстлар эшкәртергә; ▪ әсәрләреңне сайларга; ▪ китап төзергә; ▪ нәширләр табарга; ▪ үз йөзеңне (имиджыңны) булдырырга  ӨЙРӘТӘБЕЗ.  Остаханәне яшь язучы ӘЗЕР КИТАП белән тәмамлый. Курсны күренекле шагыйрьләр һәм язучылар алып бара.  Курсны ОНЛАЙН узу мөмкинлеге бар.  kitappalace@gmail.com тартмасына әсәрләрегезне беркетеп, «Остаханәдә катнашырга телим» дип хат җибәрегез. Инстаграмда директта да язылырга мөмкин.  ИГЬТИБАР!  Яшь буенча таләпләр: 15 яшьтән 35 яшькә кадәр.  Курс бәясе бер кешегә (9 дәрес) - 2700 сум  Язылу 10нчы сентябрьгә кадәр.  #татаркитабыйорты #домтатарскойкниги #язучыларкурсы",0,1,0,1,0
45,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2019-09-20 14:46:24","text","1934 ел. Казан. Язучылар берлегенең Тукай клубы.  Ш.Камалның иҗади эшчәнлегенә 25 ел тулу уңаеннан уздырылган тантана.  Сулдан икенче - Шәриф Камал, сигезенче - Кави Нәҗми, унынчы - Гомәр Гали, унберенче - Гомәр Толымбай, уникече - Кәрим Тинчурин, унөченче - Хәмит Ярми.",0,0,0,0,0
47,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2019-10-05 14:54:06","link","БҮГЕНГЕ ТАТАР ӘДӘБИЯТЫНДА НОН-ФИКШН  🔸8 октябрьдә 14:00 сәгатьтә  Роза Туфитуллованың «Язмыш җиле» романы буенча дискуссия узачак.  🔸Роман «Казан утлары» журналында 2019 елның 4-5нче саннарында дөнья күрде. Сылтама буенча кереп укый аласыз: https://clck.ru/JQ92i  🔸Дискуссия барышында: - романның язылу тарихы; - тарихи нигезе һәм җирлеге; - документальлек, тарихи материалны сәнгати-аналитик эшкәртү һәм тәкъдим итү үзенчәлекләре турында сөйләшү булачак.  🔸Килергә теләге булган һәркемне көтеп калабыз.  🔸Катнашалар: Дания Заһидуллина, Рәмис Аймәт, Наил Таиров, Илшат Гыймадиев, Хатыйп Миңнегулов, Рәдиф Гатауллин, Марсель Галиев, Газинур Морат, Фоат Галимуллин, Гөлфия Гайнуллина, Ринат Мөхәммәдиев, Миләүшә Хәбетдинова",0,0,0,0,0
49,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2019-10-08 15:27:49","text","7нче октябрь көнне 🔸татар драматургы, Татарстан язучылар берлеге идарәсе рәисе Данил Салихов, 🔸әдәбият галиме, тәнкыйтьче һәм педагог Әлфәт Закирҗанов, татар шагыйре, балалар 🔸язучысы, Татарстан Язучылар берлеге әгъзасы Рәшит Бәшәр 🔸язучы Зифа Кадыйрова туган көннәрен билгеләп үттеләр.",0,0,0,0,0
50,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2019-10-08 16:36:00","text","Бүген татар шагыйре, язучы, Г.Тукай исемендәге Татарстан дәүләт премиясе лауреаты, Татарстанның халык язучысы, Татарстанның атказанган сәнгать эшлеклесе Марсель Галиев  туган көнен бәйрәм итә! 🔸 Марсель Галиевга - 73! 🔸 Марсель Галиев шигърият һәм проза жанрында иҗат итә. 🔸 Матбугатта аның әсәрләре 70нче еллар башында күренә башлый. 1979 елда «Еллар чалымы» исеме белән мөстәкыйль шигырьләр җыентыгы, ә 1980 елда ике повестен эченә алган «Ул чакта» исемле проза китабы дөнья күрә. Аның әсәрләре, кагыйдә буларак, интеллектуаль укучыны күздә тотып языла һәм ассоциатив чагыштыруларга, яңача көтелмәгән образлы тәгъбирләргә бай булуы белән аерылып тора.",0,0,0,0,0
51,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2019-10-09 13:47:33","text","⠀ 🔸 Татар китабы йорты һәм К.Тинчурин театры тәкъдим итә: «Әдәби экскурс: Кәрим Тинчурин». ⠀ 🔸10 нчы октябрь (иртәгә) 🔸 13.00да ⠀ 🔸Кызыклы һәм күпләр өчен билгеле булмаган фактлар, К.Тинчурин театры музеенда сакланган уникаль экспонатлар белән якыннан танышу һәм театр актёрларыннан иҗат лабораториясе - барысы да бер көндә, бер урында. ⠀ 🔸Резедә Сәләхова, Зөлфәт Закиров, Әлфия Хәсәнова, Миләүшә Нәҗмиева, Булат Зиннәтуллин һәм Айсылу Мөсәлләмова «Соңгы әсәр» спектакленең серләрен ачачак.",0,0,0,0,0
53,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2019-10-13 14:42:47","text","Бүген Татарстанның халык шагыйре, Г. Тукай исемендәге дәүләт премиясе лауреаты, Татарстан Республикасының атказанган мәдәният хезмәткәре - Мөдәррис Әгъләмнең туган көне.  Мөдәррис Зөфәр улы Әгъләметдинов 1946 елның 13 октябрендә Татарстанның Зәй районы Биш Субашы  авылында туган.  Беренче шигырьләре 1959 елда Татарстан һәм Башкортстан газета-журналларында басылып чыга. Ә 1968 елда «Казан утлары»нда басылган «Еракка китеп кара» исемле шигырьләр циклы әдәби җәмәгатьчелектә кызыксыну уятып, Хәсән Туфан, Сибгат Хәким кебек олы әдипләрнең мактавына лаек була.  1970 елда «Кыңгырау» исемле мөстәкыйль китабы дөнья күрә. Аның поэзиясенә музыкальлек, классик поэзия, халык иҗатыннан үсеп чыккан табигыйлек һәм эчке бер моң хас. Кечкенә генә поэтик деталь аша ул туган ил, халык язмышы, аның үткәне һәм киләчәге турында фәлсәфи гомумиләштерүләр ясый. Сюжетка корылган күләмле шигырьләр һәм публицистик монолог, поэмалар язу юнәлешендә дә эзләнүләр алып бара.  Мөдәррис Әгъләм шактый вакыт «Сабантуй» газетасы һәм «Ялкын» журналы редакцияләрендә эшли. Балалар матбугатының тарихы, элеккеге хезмәткәрләре, мөхәррирләре, язышкан авторлары турында кызыклы мәгълүматларны туплап язма бастыра. «Киләчәккә кайту», «Мин әйттем» китаплары өчен, 1992 елда Татарстанның Г.Тукай исемендәге Дәүләт премиясенә лаек була.  2006 елда аңа «Татарстанның халык шагыйре» дигән мактаулы исем бирелә.  #татаркитабыйорты #әдәбикалендарь",0,0,0,1,0
57,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2019-10-14 13:25:52","text","Әйдәгез, уйнап алабыз? Бездән - сорау. Сездән - җавап☺️",0,0,0,0,0
61,"Татар китабы йорты / Дом татарской книги","channel1451603907",-1,"2019-10-14 13:29:14","text","Дөрес җавапларны 20.00да күрсәтәбез😉",0,0,0,0,0
